Family;Ploidy;He;Pop;Treat;PetalLength;CorollaDiam;CorollaLength;LongFil;ShortFil;Herkogamy;Height;Nstalk;StalkDiam;Nflowers ;Fruitset;Seedset;Fitness
212;6n;0;Ei18;Garden;3,1;7,54;7,29;8,74;8,08;9,22;18;4;4,65;33;0,90909091;0,98;0,137924564
214;6n;1;Ei18;Garden;3,53;6,48;7,25;7,31;6,61;8,95;13;1;2,08;NA;NA;NA;0
214;6n;1;Ei18;Garden;2,78;5,48;7,68;6,1;5,08;6,18;14,3;1;3,25;NA;NA;NA;0
214;6n;1;Ei18;Garden;3,02;5,41;7,47;7,62;6,99;8,66;NA;NA;NA;NA;NA;NA;0
215;6n;1;Ei18;Garden;3,75;5,37;7,88;6,53;5,73;8,25;NA;NA;NA;NA;NA;NA;0
215;6n;1;Ei18;Garden;3,88;5,84;7,18;7,14;6,18;7,6;NA;NA;NA;NA;NA;NA;0
216;6n;0;Ei18;Garden;3,47;4,87;7,92;6,68;5,88;7,48;16;4;5,94;62;0,91935484;0,770114943;0,179161193
170;4n;1;Ei08;Garden;3,1;6,57;8,98;7,04;5,03;6,29;20,5;1;2,72;21;0,90476191;NA;0
218;6n;1;Ei18;Garden;3,28;5,49;7,96;7,25;6,51;5,75;15;5;6,4;37;0,94594595;0,964285714;0,221664477
218;6n;1;Ei18;Garden;3,9;6,43;7,18;8,41;6,73;6,35;NA;NA;NA;NA;NA;NA;0
189;2n;0;Ei13;Garden;2,36;5,25;7,36;6,83;5,44;5,33;11;2;1,16;20;0,9;0,985507246;0,057421655
217;6n;0;Ei18;Garden;5,47;7,78;6,52;4,78;6,11;NA;11;1;1,45;29;0,89655172;NA;0
218;6n;1;Ei18;Garden;2,23;4,95;7,66;7,17;5,86;8,2;21;1;2,04;39;0,94871795;0,988095238;0,144070182
218;6n;1;Ei18;Garden;3,13;5,7;7,05;6,88;4,85;6,55;19;2;2,35;60;0,91666667;1;0,258022143
214;6n;1;Ei18;Garden;2,62;5,13;5,95;7,43;5,35;6,18;13,5;3;4,08;33;0,93939394;0,987951805;0,159004191
214;6n;1;Ei18;Garden;2,75;4,97;5,99;7,24;6,55;5,5;NA;NA;NA;NA;NA;NA;0
214;6n;1;Ei18;Garden;2,83;5,46;6,77;7,15;5,61;5,69;NA;NA;NA;NA;NA;NA;0
217;6n;0;Ei18;Garden;1,73;4,3;6,53;6,35;4,16;5,56;NA;NA;NA;NA;NA;NA;0
210;6n;0;Ei18;Garden;3,72;7,1;8,02;8,43;6,66;7,02;18,5;7;5,92;77;0,85714286;0,993421053;0,467536123
186;2n;1;Ei12;Garden;3,75;6,49;7,33;7,37;5,68;6,38;NA;NA;NA;NA;NA;NA;0
205;4n;0;Ei09;Garden;2,39;4,67;6,19;5,98;4,25;4,77;33;1;3,12;24;0,91666667;1;0,090823794
216;6n;0;Ei18;Garden;2,2;4,93;7,11;7,8;5,77;5,74;11;1;2,81;19;0,94736842;NA;0
216;6n;0;Ei18;Garden;2,22;4,54;5,97;7,42;5,74;4,79;10;1;1,93;21;1;0,949494949;0,092606493
216;6n;0;Ei18;Garden;2,62;4,66;7,11;7,78;6,11;5,64;11;1;2,27;17;1;NA;0
217;6n;0;Ei18;Garden;2,5;4,64;5,58;7,24;5,23;4,37;10,7;1;1,79;NA;NA;NA;0
165;6n;0;Ei16;Garden;2,66;4,72;6,88;6,96;5,06;5,21;24,5;1;2,65;19;0,84210526;0,811881188;0,061550009
208;4n;0;Ei09;Garden;2,92;4,06;6,91;6,19;4,61;4,67;27,5;1;2,28;11;0,90909091;NA;0
201;4n;1;Ei09;Garden;2,66;5,34;7,94;6,21;4,82;6,62;40;1;2,78;33;0,84848485;0,736842103;0,049039845
168;6n;1;Ei16;Garden;3,33;5,7;7,6;7,57;6,42;5,76;12;8;4,34;74;0,94594595;0,386666667;0,12697817
160;6n;1;Ei16;Garden;2,44;3,99;6,97;7,06;5,24;5,21;31;4;2,85;32;0,96875;0,220779221;0,024723213
159;6n;0;Ei16;Garden;2,97;6,33;7,98;7,14;5,76;6,35;32;9;3,56;66;0,78787879;0,457142857;0,078063427
178;4n;1;Ei08;Garden;2,94;5,04;8,96;8,11;6,31;7,19;27;5;3,41;58;0,82758621;NA;0
170;4n;1;Ei08;Garden;2,9;4,59;8,55;6,83;5,25;7,43;20,5;1;2,35;16;0,75;0,914893619;0,064552449
173;4n;0;Ei08;Garden;3,18;4,92;7,82;6,34;4,78;7,37;28;6;2,94;67;0,58208955;0,944444444;0,124413586
160;6n;1;Ei16;Garden;2,14;4,52;7,42;7,65;6,07;6,46;43;6;5,68;78;0,93589744;0,969465649;0,434931507
211;6n;0;Ei18;Garden;1,43;3,88;5,26;5,12;3,57;4,72;12,5;7;5,14;71;0,98591549;NA;0
206;4n;0;Ei09;Garden;2,31;4,67;7,11;7,34;6,3;6,9;44,5;7;4,67;65;0,87692308;0,984455959;0,508069056
206;4n;0;Ei09;Garden;2,47;4,62;6,16;6,06;5,2;4,8;39,5;5;3,09;31;0,87096774;0,992700728;0,22968662
206;4n;0;Ei09;Garden;2,16;4,07;6,86;7,21;5,51;5,41;43,5;7;3,83;55;0,89090909;0,995073892;0,371476825
206;4n;0;Ei09;Garden;3,21;5,26;6,85;7,31;5,28;6,7;43;8;3,73;59;0,83050848;1;0,264355414
212;6n;0;Ei18;Garden;2,52;5,59;7,33;7,69;6,16;6,97;18;4;4,68;31;0,93548387;0,959459459;0,096594108
212;6n;0;Ei18;Garden;2,34;4,39;5,13;6,15;4,87;5,47;19;5;3,72;37;0,67567568;0,821428571;0,026975042
168;6n;1;Ei16;Garden;2,62;5,48;6,75;7,3;5,76;4,27;39;2;1,77;34;0,91176471;0,97761194;0,190514168
217;6n;0;Ei18;Garden;2,96;4,1;6,33;6,16;4,37;6,01;10,5;1;1,28;NA;NA;NA;0
217;6n;0;Ei18;Garden;2,93;5,21;5,72;6,09;4,01;5,66;3,6;1;0,76;NA;NA;NA;0
159;6n;0;Ei16;Garden;2,35;5,22;5,63;6,18;4,53;5,83;34;4;2,8;20;0,95;0,992805755;0,123006193
208;4n;0;Ei09;Garden;3,43;6,15;5,8;7,05;5,72;6,06;47;12;5,76;152;0,96052632;1;1
215;6n;1;Ei18;Garden;1,73;4,01;5,86;5,91;4,33;4,51;8,5;1;2,69;12;0,91666667;1;0,05022831
166;6n;0;Ei16;Garden;2,35;5,15;5,87;6,36;4,96;5,66;38;4;3,76;36;0,88888889;0,986666667;0,222180522
166;6n;0;Ei16;Garden;2,91;5,06;6,19;7,59;6,02;5,3;37,5;5;3,49;31;0,96774194;0,993710692;0,222368174
166;6n;0;Ei16;Garden;1,85;3,21;7,63;6,09;4,82;5,13;28,5;1;3,1;21;0,90476191;1;0,117658097
203;4n;0;Ei09;Garden;2,73;5;6,48;7,1;5,43;4,78;41;6;4,62;68;0,92647059;0,994535519;0,537905798
203;4n;0;Ei09;Garden;2,55;5,06;5,9;5,89;4,48;5,35;41,5;6;4,33;64;0,90625;0,993377483;0,408144117
203;4n;0;Ei09;Garden;2,78;4,37;6,19;6,37;4,92;6,25;41,5;2;3,22;28;0,89285714;0,993421053;0,177097016
203;4n;0;Ei09;Garden;2,81;4,77;5,55;6,16;4,01;6,43;NA;NA;NA;NA;NA;NA;0
214;6n;1;Ei18;Garden;1,61;3,37;5,4;5,95;4,8;3,87;NA;NA;NA;NA;NA;NA;0
215;6n;1;Ei18;Garden;1,55;3,34;6,2;7,97;6,38;9,69;NA;NA;NA;NA;NA;NA;0
165;6n;0;Ei16;Garden;2,31;3,56;4,3;7,02;5,06;4,79;36,5;6;3,7;23;1;0;0
173;4n;0;Ei08;Garden;3,07;7,37;5,55;7,24;6,11;5,33;23;1;3,08;41;0,68292683;0,921052632;0,091949709
164;6n;1;Ei16;Garden;2,87;6,56;4,43;7,25;5,62;5,83;34;3;2,65;41;0,80487805;0,935779817;0,126327641
213;6n;0;Ei18;Garden;2,31;5,25;4,45;5,99;4,66;5,51;27;1;1,99;31;0,87096774;0,966292135;0,108932257
217;6n;0;Ei18;Garden;2,8;6,77;5,12;6,28;4,41;5,41;NA;NA;NA;NA;NA;NA;0
217;6n;0;Ei18;Garden;2,27;6,34;4,9;6,55;5,31;5,15;NA;NA;NA;NA;NA;NA;0
186;2n;1;Ei12;Garden;2,4;4,22;4,78;7,23;5,21;5,43;38;1;3,19;29;1;0,962962963;0,07074498
201;4n;1;Ei09;Garden;1,88;5,05;3,59;6,5;4,56;4,58;37;9;3,02;55;0,90909091;0,754098361;0,215800338
170;4n;1;Ei08;Garden;2,05;4,43;3,67;5,47;3,78;4,03;20,5;1;2,84;16;0,8125;0,886792453;0,057327829
170;4n;1;Ei08;Garden;2,17;4,71;3,7;5,96;3,93;4,95;19;2;2,19;17;0,52941177;0,843971633;0,028710828
214;6n;1;Ei18;Garden;2,81;4,88;3,94;6,4;4,38;4,42;31;1;2,62;19;0,78947368;0,025316456;0,001876525
209;6n;0;Ei18;Garden;2,32;4,77;3,43;7,33;4,74;4,66;19;9;3,47;87;0,50574713;0,727272727;0,165134172
218;6n;1;Ei18;Garden;2,13;3,56;3,87;5,44;3,85;4,07;25;1;1,48;36;0,80555556;0,984126986;0,112466379
176;4n;1;Ei08;Garden;3,67;7,31;5,76;7,63;5,94;5,94;33;1;4,12;28;0,96428571;0,990909089;0,184087071
210;6n;0;Ei18;Garden;2,65;6,9;4,04;7,13;4,99;4,82;NA;NA;NA;NA;NA;NA;0
215;6n;1;Ei18;Garden;2,65;5,68;4,89;6,77;5,33;5,88;21;5;3,42;32;1;0,830769231;0,162131732
175;4n;0;Ei08;Garden;3,05;7,09;5,31;6,64;4,42;5,1;20,5;1;2,9;12;0,75;0,97826087;0,037999625
162;6n;1;Ei16;Garden;2,59;5,72;5,01;8,01;5,99;6,12;30;6;5,69;91;0,8021978;0,876712329;0,438356164
163;6n;0;Ei16;Garden;2,99;6,97;6,53;7,82;5,73;6,54;28;4;3,73;46;0,86956522;NA;0
215;6n;1;Ei18;Garden;2,21;4,07;4,34;6,83;4,9;5,92;NA;NA;NA;NA;NA;NA;0
168;6n;1;Ei16;Garden;2,77;5,86;4,64;6,78;5,36;5,69;38;1;2,66;18;0,94444444;0,990384615;0,082144868
165;6n;0;Ei16;Garden;2,37;4,14;4,04;6,08;3,79;4,07;27;1;2,69;19;0,78947368;0,863636364;0,026740477
165;6n;0;Ei16;Garden;2,3;4,39;3,94;6,37;3,97;4,17;22;1;2,09;18;0,77777778;0,8;0,042034153
206;4n;0;Ei09;Garden;3,15;5,92;3,49;5,59;4,4;5,13;24;1;1,82;15;0,86666667;0,965909091;0,051838994
206;4n;0;Ei09;Garden;2,47;5,64;3,38;6,01;3,97;4,44;24;1;2,17;14;0,85714286;0,991150442;0,063051229
218;6n;1;Ei18;Garden;2,56;5,16;4,16;7,23;5,57;4,15;27;1;3,05;15;1;1;0,02814787
218;6n;1;Ei18;Garden;2,94;5,53;4,43;6,92;3,96;4,98;28;1;3,15;17;0,88235294;1;0,090073184
218;6n;1;Ei18;Garden;2,34;5,45;3,91;6,38;4,53;4,5;25,5;1;2,7;14;0,92857143;0,985507246;0,082942391
209;6n;0;Ei18;Garden;2,4;5,44;3,97;6,5;5,5;4,18;18,5;6;1,59;50;0,52;0,95945946;0,115468819
209;6n;0;Ei18;Garden;2,68;6,49;4,34;6,31;5,03;5,37;20;6;4,49;83;0,44578313;0,944444444;0,147541753
209;6n;0;Ei18;Garden;3,13;5,78;4,56;5,82;4,84;3,79;19;6;2,53;99;0,45454546;NA;0
205;4n;0;Ei09;Garden;2,21;3,99;3,79;5,41;3,48;4,29;36;9;4,88;108;0,91666667;0,977142857;0,794192156
205;4n;0;Ei09;Garden;1,65;3,24;4,38;4,98;3,97;4,94;36,5;8;3,64;52;0,90384615;0,979591837;0,317507975
175;4n;0;Ei08;Garden;3,19;6,12;4,69;5,38;3,91;5,12;19;1;2,09;6;0,83333333;NA;0
175;4n;0;Ei08;Garden;2,62;6,49;4,21;5,68;3,38;4,29;21,5;1;1,98;9;0,88888889;0,983606557;0,022518296
162;6n;1;Ei16;Garden;3,04;7,34;4,21;7,34;5,42;6,59;24;4;2,63;21;0,90476191;0,869565217;0,106961907
201;4n;1;Ei09;Garden;2,68;4,71;3,57;5,74;4,1;3,69;35,5;4;3,25;33;1;0,955357145;0,220866955
210;6n;0;Ei18;Garden;2,13;5,25;4,25;6,64;5,28;3,21;10,5;4;4,32;16;0,875;1;0,039407018
160;6n;1;Ei16;Garden;2,56;6,26;4,56;6,35;4,6;5,41;26;1;2,72;15;0,93333333;0,863636363;0,066554075
160;6n;1;Ei16;Garden;2,46;6,39;4,47;7,32;5,62;4,95;22;1;2,58;15;0,93333333;0,618556701;0,039407018
175;4n;0;Ei08;Garden;2,3;5,21;4,81;6,67;5,18;5,36;29;8;4,69;121;0,88429752;0,959183673;0,707778195
178;4n;1;Ei08;Garden;2,14;4,37;5,21;7,23;5,4;4,71;26;1;2,73;12;0,83333333;NA;0
178;4n;1;Ei08;Garden;2,91;5,54;4,94;6,68;5,24;5,19;26;1;1,71;11;0,90909091;0,989473684;0,04409833
168;6n;1;Ei16;Garden;2,72;6,79;4,72;7,92;5,56;7,28;38;3;3,97;42;0,88095238;0,992366412;0,225652092
168;6n;1;Ei16;Garden;2,85;6,21;4,51;7,96;6,16;6,25;40;1;3,3;29;0,96551724;1;0,143178833
162;6n;1;Ei16;Garden;2,98;6,53;4,77;5,79;4,6;6,26;27;5;3,68;62;0,98387097;0,948051948;0,417808219
165;6n;0;Ei16;Garden;2,81;5,75;3,57;6,06;4,42;6,2;30;7;3,33;67;0,91044776;0,99137931;0,329095515
165;6n;0;Ei16;Garden;2,62;5,15;4,54;7,1;5,23;5,45;25,5;2;1,55;23;0,82608696;0,988505748;0,102208044
165;6n;0;Ei16;Garden;2,99;4,8;6,21;5,8;5,51;4,72;31,5;8;3,77;66;0,84848485;0,930769231;0,31788328
161;6n;0;Ei16;Garden;3,01;5,77;4,87;5,68;7,07;5,89;NA;NA;NA;NA;NA;NA;0
161;6n;0;Ei16;Garden;3,14;6,81;5;7,91;6,55;6,71;NA;NA;NA;NA;NA;NA;0
161;6n;0;Ei16;Garden;2,72;6,96;5,02;7,62;5,05;6,22;NA;NA;NA;NA;NA;NA;0
176;4n;1;Ei08;Garden;2,98;6,06;4,27;6,89;4,98;5,57;22,5;1;1,27;12;0,75;NA;0
178;4n;1;Ei08;Garden;3,9;7,19;4,39;6,67;4,61;5,83;25;1;2,93;9;0,77777778;0,985294118;0,044004504
206;4n;0;Ei09;Garden;2,47;5,6;4,08;6,32;4,25;5,28;22,5;1;2,01;14;0,85714286;0,985507246;0,038281103
213;6n;0;Ei18;Garden;2,57;5,4;3,94;6,45;5,15;5,06;NA;NA;NA;NA;NA;NA;0
213;6n;0;Ei18;Garden;2,46;5,34;4,99;7,79;6,13;7,27;36;3;2,79;27;1;0,983606557;0,151998499
213;6n;0;Ei18;Garden;2,36;5,45;4,62;6,11;4,6;7,24;36,5;4;3,94;25;1;0,8625;0,161850253
159;6n;0;Ei16;Garden;2,55;4,96;3,88;6,43;5,06;5,6;22,5;1;2,6;9;1;NA;0
163;6n;0;Ei16;Garden;2,11;4,06;3,32;4,23;3,44;3,96;25;1;2,24;16;0,9375;1;0,083739914
163;6n;0;Ei16;Garden;2,38;4,16;3,99;6,43;4,82;5,56;32,5;4;3,35;28;0,92857143;1;0,15246763
163;6n;0;Ei16;Garden;2,64;4,47;2,99;5,38;3,69;4,31;21,5;1;1,94;12;0,91666667;0,970149254;0,067085757
203;4n;0;Ei09;Garden;2,73;5,41;4,15;7,35;5,44;6,09;39;4;3,15;26;1;1;0,180521674
207;4n;0;Ei09;Garden;2,56;5,07;4,56;7,11;5,66;6,54;39;4;2,93;34;0,94117647;NA;0
201;4n;1;Ei09;Garden;2,55;4,16;3,98;5,61;3,54;4,37;45;9;5,45;91;0,91208791;0,976377953;0,482829799
201;4n;1;Ei09;Garden;2,84;4,42;3,9;7,08;5,35;6,06;37;4;4,04;26;0,92307692;1;0,112591481
201;4n;1;Ei09;Garden;3,12;4,96;4,62;7,69;5,25;6,89;56,5;8;5,96;116;0,89655172;0,796296296;0,209795459
216;6n;0;Ei18;Garden;1,8;4,14;3,43;5,54;4,18;4,92;8,5;1;1,75;13;0,92307692;NA;0
216;6n;0;Ei18;Garden;1,98;4,18;4,15;6,54;4,79;5,99;13;7;3;80;0,475;0,963636364;0,188966035
166;6n;0;Ei16;Garden;2,87;5,58;4,57;6,57;5,05;5,43;30;1;2,22;15;0,8;0,956043956;0,048977294
166;6n;0;Ei16;Garden;3,27;5,65;4,54;7,36;5,47;5,31;35;1;3,02;26;0,96153846;0,979591837;0,112591481
166;6n;0;Ei16;Garden;2,69;5,23;4,21;6,4;4,86;5,13;32;5;4,57;60;0,86666667;0,931034483;0,263464065
217;6n;0;Ei18;Garden;1,93;4,66;3,89;4,76;3,97;5,47;NA;NA;NA;NA;NA;NA;0
203;4n;0;Ei09;Garden;2,88;5,75;4,27;6,55;4,53;5,8;NA;NA;NA;NA;NA;NA;0
203;4n;0;Ei09;Garden;3,38;6,59;4,44;6,48;5;5,85;35,5;3;3,3;32;0,90625;0,991525424;0,159176206
203;4n;0;Ei09;Garden;2,79;5,31;4,2;6,74;5,62;6,37;39;4;3,64;47;0,89361702;0,973684211;0,218708951
203;4n;0;Ei09;Garden;2,22;5,17;4,32;6,39;4,9;5,15;NA;NA;NA;NA;NA;NA;0
208;4n;0;Ei09;Garden;2,32;4,78;3,87;5,85;4,1;4,97;27,5;1;2,12;11;0,90909091;1;0,058797773
208;4n;0;Ei09;Garden;2,4;5,87;4,42;6,51;5,01;5,51;32;1;2,68;17;0,94117647;1;0,11709514
208;4n;0;Ei09;Garden;3,03;5,73;4,33;5,77;4,26;3,04;31,5;1;2,32;18;0,94444444;1;0,116438356
202;4n;0;Ei09;Garden;2,1;5,19;4,28;5,94;4,55;5,12;33,5;1;3,24;17;1;1;0,137173954
202;4n;0;Ei09;Garden;2,29;4,62;3,69;5,88;4,69;5,22;26;1;2,34;10;1;NA;0
204;4n;0;Ei09;Garden;2,88;5,49;4,04;6,12;4,15;4,94;37;10;3,57;87;1;0,956284153;0,714252205
212;6n;0;Ei18;Garden;1,72;3,42;3,72;7,15;5,73;6,05;17;1;2,45;16;0,9375;NA;0
212;6n;0;Ei18;Garden;1,31;3,49;3,82;5,57;4,12;5,21;15,5;4;3,18;22;0,95454546;0,967391304;0,116907487
212;6n;0;Ei18;Garden;2,3;4,77;4,33;6,77;4,66;8,01;18;6;4,23;57;0,87719298;0,983870968;0,286170013
167;6n;1;Ei16;Garden;2,81;6,9;4,45;7,08;5,06;6,39;30;4;2,84;27;0,92592593;0,985294118;0,157158942
167;6n;1;Ei16;Garden;3,7;5,8;5,05;6,7;4,6;6,15;33;6;3,26;24;1;NA;0
167;6n;1;Ei16;Garden;2,61;6,31;5,45;7,21;5,71;6,54;19,5;1;2,35;7;1;0,990654206;0,034809533
209;6n;0;Ei18;Garden;1,51;3,47;3,4;5,62;4,33;5,21;6,5;1;3,12;6;0,83333333;NA;0
209;6n;0;Ei18;Garden;1,85;5,01;3,13;5,08;3,94;4,01;12,5;1;3,71;11;0,90909091;0,977777778;0,041283543
209;6n;0;Ei18;Garden;2,14;4,03;3,72;5,97;3,64;4,74;11;1;0,87;7;0,28571429;NA;0
209;6n;0;Ei18;Garden;2,13;4,9;4,16;5,48;3,97;4,76;13;1;3,62;11;0,90909091;0,625;0,014073935
167;6n;1;Ei16;Garden;2,17;4,39;3,21;5,56;4,43;4,53;17;1;1,49;6;0,83333333;NA;0
163;6n;0;Ei16;Garden;2,31;5,23;3,33;5,45;3,25;4,36;NA;NA;NA;NA;NA;NA;0
163;6n;0;Ei16;Garden;3,01;6,81;3,39;6,73;4,71;6,15;NA;NA;NA;NA;NA;NA;0
163;6n;0;Ei16;Garden;2,17;5,55;4,14;6,15;4,18;5,02;NA;NA;NA;NA;NA;NA;0
162;6n;1;Ei16;Garden;2,21;5,08;3,96;5,57;4,27;5,76;34;2;3,62;27;0,92592593;NA;0
162;6n;1;Ei16;Garden;2,45;5,92;4,06;5,7;4,27;5,58;33;3;4,06;34;0,94117647;0,831858405;0,188152874
214;6n;1;Ei18;Garden;2,18;4,69;4,4;6,21;4,85;5,2;NA;NA;NA;NA;NA;NA;0
214;6n;1;Ei18;Garden;2,3;4,97;4,09;6,27;4,82;5,79;13,5;3;1,19;36;0,86111111;0,963414634;0,153186964
214;6n;1;Ei18;Garden;1,97;3,99;3,24;6,49;5,14;5,83;10,5;2;0,87;24;0,66666667;0,974683547;0,077062613
205;4n;0;Ei09;Garden;1,37;3,21;2,86;6,91;5,57;5,79;NA;NA;NA;NA;NA;NA;0
205;4n;0;Ei09;Garden;1,49;2,98;2,92;4,69;3,18;3,59;27;1;2,69;19;0,78947368;0,882352941;0,063332708
205;4n;0;Ei09;Garden;1,9;3,06;3,36;5,08;3,87;4,13;NA;NA;NA;NA;NA;NA;0
161;6n;0;Ei16;Garden;2,43;4,22;3,03;5,62;4,32;4,69;24;14;5,22;60;0,91666667;0,745283019;0,203837493
161;6n;0;Ei16;Garden;2,24;4,95;4,07;7,21;4,12;6,22;NA;NA;NA;NA;NA;NA;0
161;6n;0;Ei16;Garden;2,07;4,33;3,65;6,55;5,41;5,79;NA;NA;NA;NA;NA;NA;0
206;4n;0;Ei09;Garden;2,08;3,54;3,34;5,87;4,23;5,35;37,5;5;2,76;31;0,90322581;NA;0
206;4n;0;Ei09;Garden;1,41;2,93;3,58;5,25;3,73;4,12;37;6;2,74;29;0,93103448;NA;0
206;4n;0;Ei09;Garden;1,57;2,87;2,76;4,55;3,52;2,84;34;3;2,53;25;0,92;NA;0
206;4n;0;Ei09;Garden;1,73;2,91;3,85;4,88;3,7;3,73;31;1;2,52;23;0,91304348;NA;0
215;6n;1;Ei18;GH;2,5;4,48;3,69;6,01;5,23;6,28;8;1;1,58;17;0,94117647;0,969387755;0,071307938
215;6n;1;Ei18;GH;2,18;4,15;3,33;6,26;5,04;5,97;8;1;1,12;13;0,92307692;NA;0
199;4n;0;Ei09;Garden;2,11;4,17;3,31;6,93;5,87;5,81;24,5;1;2,99;14;0,85714286;0,988095238;0,046725464
199;4n;0;Ei09;Garden;2,43;4,87;2,85;5,18;3,78;3,69;25;1;2,5;13;0,92307692;0,987951807;0,046162507
203;4n;0;Ei09;Garden;1,91;4,34;3,18;5,81;4,82;4,68;40;6;2,69;28;0,96428571;1;0,222931132
178;4n;1;Ei08;Garden;2,9;6,49;3,65;6,24;4,86;5,91;32;1;2,2;21;0,71428571;NA;0
178;4n;1;Ei08;Garden;2,69;6,86;4,4;7,1;5,08;6,68;30;1;1,95;22;0,68181818;0,990291262;0,071777069
161;6n;0;Ei16;Garden;2,41;4,85;3,98;7,06;5,36;6,07;28;1;1,63;18;0,88888889;NA;0
167;6n;1;Ei16;Garden;2,98;5,86;2,99;6,13;4,61;5,48;23,5;1;3,16;13;0,92307692;0,888888889;0,045036592
166;6n;0;Ei16;Garden;2,06;4,93;3,48;6,29;4,6;5,61;23;1;2,95;15;0,93333333;0,986111113;0,062175518
166;6n;0;Ei16;Garden;2,25;4,14;3,15;6,58;5,78;5,81;20,5;1;1,98;11;0,81818182;0,91275168;0,038281103
166;6n;0;Ei16;Garden;3,1;5,11;3,26;5,11;6,9;6,71;20,5;1;2,74;11;1;0,969696968;0,044035779
174;4n;1;Ei08;Garden;2,47;5,84;4,19;6,31;5,43;5,93;27;6;1,58;42;0,88095238;0,988764045;0,305498217
163;6n;0;Ei16;Garden;2,43;4,54;3,23;6,92;5,94;6,19;22;1;2,27;10;0,9;NA;0
202;4n;0;Ei09;Garden;2,21;4,38;3,27;5,34;4,24;4,98;NA;NA;NA;NA;NA;NA;0
215;6n;1;Ei18;GH;1,45;3,96;3,36;5,78;4,1;5,24;10;1;1,24;14;0,78571429;NA;0
216;6n;0;Ei18;GH;2,04;4,57;4,09;6,31;5,9;5,41;11;2;1,93;25;0,92;1;0,099268155
215;6n;1;Ei18;GH;1,63;3,54;3,28;5,93;3,79;4,99;6,5;1;2,91;10;1;0,9122807;0,032526428
215;6n;1;Ei18;GH;1,75;3,97;3,45;5,59;3,94;4,54;6;1;1,6;12;0,33333333;NA;0
173;4n;0;Ei08;Garden;2,18;4,49;4,17;6,05;4,13;4,93;26,5;5;1,04;21;0,80952381;0,974522293;0,122021017
169;4n;0;Ei08;Garden;3,35;6,61;4,83;7,72;5,85;6,93;27,5;1;1,29;18;0,88888889;NA;0
169;4n;0;Ei08;Garden;2,24;5,31;3,93;7,06;5,53;6,27;28;1;1,48;12;1;0,927536232;0,072058548
175;4n;0;Ei08;Garden;2,82;5,65;3,34;6,21;4,96;5,81;23;1;2,7;12;0,75;NA;0
163;6n;0;Ei16;Garden;2,25;4,19;3,37;6,73;5,15;5,89;NA;NA;NA;NA;NA;NA;0
177;4n;0;Ei08;Garden;2,52;5,16;3,45;6,12;4,6;5,62;36;3;2,06;30;1;0,994413408;0,250516044
177;4n;0;Ei08;Garden;2,2;4,41;4,68;6,68;4,05;6,02;34;3;1,93;27;1;0,907692308;0,14946519
170;4n;1;Ei08;Garden;2,34;5,33;4,62;7,32;4,38;5,87;31;4;2,17;28;1;0,897058824;0,160255207
186;2n;1;Ei12;Garden;2,12;3,97;2,47;4,54;2,35;4,12;16;17;2,5;92;0,85869565;1;0,172953025
174;4n;1;Ei08;Garden;2,15;5,38;3,74;6,84;5,55;5,24;23;8;3,02;90;0,93333333;0,873786408;0,354663164
171;4n;0;Ei08;Garden;2,68;6,27;4,03;6,27;4,63;5,9;27;7;1,96;44;0,81818182;0,986577181;0,248264215
178;4n;1;Ei08;Garden;2,48;6,08;3,42;5,51;3,6;4,68;23;1;1,23;11;0,63636364;NA;0
160;6n;1;Ei16;Garden;2,15;3,93;3,45;5,92;4,67;4,87;29;4;2,65;36;0,94444444;0;0
169;4n;0;Ei08;Garden;2,16;4,78;4,08;6,72;5,17;5,97;NA;NA;NA;NA;NA;NA;0
159;6n;0;Ei16;Garden;2,24;5,07;4;6,33;5,21;5,39;36;6;3,57;78;0,82051282;0,993197279;0,438356164
159;6n;0;Ei16;Garden;2,21;4,14;4,57;6,48;4,88;5,75;38,5;7;3,8;69;0,8115942;0,988764043;0,308250453
166;6n;0;Ei16;Garden;2,66;4,59;3,97;6,65;5,41;5,37;26,5;5;3,55;24;0,875;0,309090909;0,033495965
166;6n;0;Ei16;Garden;2,6;5,11;3,61;5,76;3,97;4,94;24,5;3;3,01;23;0,91304348;0,093023256;0,007881404
160;6n;1;Ei16;Garden;1,82;3,94;3,98;7,26;5,3;6,69;38;4;3,96;40;0,95;0,959459459;0,253143179
164;6n;1;Ei16;Garden;2,46;4,66;3,83;5,89;4,13;5,42;NA;NA;NA;NA;NA;0;0
164;6n;1;Ei16;Garden;2,13;4,45;4,1;6,42;5,03;5,69;NA;NA;NA;NA;NA;0,014492753;0
164;6n;1;Ei16;Garden;2,22;3,97;3,89;5,57;4,15;4,89;NA;NA;NA;NA;NA;NA;0
218;6n;1;Ei18;Garden;2,36;4,67;4,43;6,73;4,53;5,57;21;4;1,48;12;1;1;0,05629574
218;6n;1;Ei18;Garden;2,13;4,72;3,78;7,27;5,6;6,25;21;2;1,2;18;0,94444444;NA;0
218;6n;1;Ei18;Garden;2,45;4,73;3,53;6,8;3,91;6,21;21;5;1,82;19;0,94736842;NA;0
177;4n;0;Ei08;Garden;2,82;6,13;4,65;7,99;5,88;7,27;32;5;3,32;47;0,85106383;NA;0
177;4n;0;Ei08;Garden;2,23;4,92;3,96;6,77;4,63;5,47;33;5;3,1;42;0,90476191;NA;0
